application_number	drug_name_brand	drug_name_generic	url	indication	raw_biomarkers	involves_categorical_variants	categorical_variants
125147	Vectibix	panitumumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125147s210lbl.pdf	Vectibix is an epidermal growth factor receptor (EGFR) antagonist indicated for the treatment of wild-type RAS (defined as wild-type in both KRAS and NRAS as determined by an FDA-approved test for this use) metastatic colorectal cancer (mCRC) in combination with FOLFOX for first-line treatment. Limitation of Use: Vectibix is not indicated for the treatment of patients with RAS-mutant mCRC or for whom RAS mutation status is unknown.	wild-type RAS (defined as wild-type in both KRAS and NRAS as determined by an FDA-approved test for this use)	FALSE	
125147	Vectibix	panitumumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125147s210lbl.pdf	"Vectibix is an epidermal growth factor receptor (EGFR) antagonist indicated for the treatment of wild-type RAS (defined as wild-type in both KRAS and NRAS as determined by an FDA-approved test for this use) metastatic colorectal cancer (mCRC) as monotherapy following disease progression after prior treatment with fluoropyrimidine, oxaliplatin, and irinotecan-containing chemotherapy. Limitation of Use: Vectibix is not indicated for the treatment of patients with RAS-mutant mCRC or for whom RAS mutation status is unknown."	wild-type RAS (defined as wild-type in both KRAS and NRAS as determined by an FDA-approved test for this use)	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated in combination with pemetrexed and platinum chemotherapy, as first-line treatment of patients with metastatic nonsquamous NSCLC, with no EGFR or ALK genomic tumor aberrations."	no EGFR or ALK genomic tumor aberrations	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated as a single agent for the first-line treatment of patients with NSCLC expressing PD-L1 [Tumor Proportion Score (TPS) >=1%] as determined by an FDA-approved test, with no EGFR or ALK genomic tumor aberrations, and is: Stage III where patients are not candidates for surgical resection or definitive chemoradiation, or metastatic."	"no EGFR or ALK genomic tumor aberrations, and PD-L1 [Tumor Proportion Score (TPS) >= 1%"	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated as a single agent for the treatment of patients with metastatic NSCLC whose tumors express PD-L1 (TPS >=1%) as determined by an FDA-approved test, with disease progression on or after platinum containing chemotherapy. Patients with EGFR or ALK genomic tumor aberrations should have disease progression on FDA-approved therapy for these aberrations prior to receiving KEYTRUDA."	PD-L1 [Tumor Proportion Score (TPS) >= 1%	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated as a single agent for the first-line treatment of patients with metastatic or with unresectable, recurrent HNSCC whose tumors express PD-L1 [Combined Positive Score (CPS) >=1] as determined by an FDA-approved test."	PD-L1 [Combined Positive Score (CPS)] >= 1%	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated for the treatment of adult and pediatric patients with unresectable or metastatic microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) solid tumors, as determined by an FDA approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options."	MSI-H or dMMR	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated for the treatment of patients with unresectable or metastatic MSI-H or dMMR colorectal cancer (CRC) as determined by an FDA-approved test.	MSI-H or dMMR	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated in combination with trastuzumab, fluoropyrimidine- and platinum-containing chemotherapy, for the first-line treatment of adults with locally advanced unresectable or metastatic HER2-positive gastric or gastroesophageal junction (GEJ) adenocarcinoma whose tumors express PD-L1 (CPS >=1) as determined by an FDA-approved test."	HER2-positive... whose tumors express PD-L1 (CPS >= 1)	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated in combination with fluoropyrimidine- and platinum-containing chemotherapy, for the first-line treatment of adults with locally advanced unresectable or metastatic HER2-negative gastric or gastroesophageal junction (GEJ) adenocarcinoma."	HER2-negative	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated for the treatment of patients with locally advanced or metastatic esophageal or gastroesophageal junction (GEJ) (tumors with epicenter 1 to 5 centimeters above the GEJ) carcinoma that is not amenable to surgical resection or definitive chemoradiation as a single agent after one or more prior lines of systemic therapy for patients with tumors of squamous cell histology that express PD-L1 (CPS >=10) as determined by an FDA-approved test.	PD-L1 (CPS >= 10)	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated in combination with chemotherapy, with or without bevacizumab, for the treatment of patients with persistent, recurrent, or metastatic cervical cancer whose tumors express PD-L1 (CPS >=1) as determined by an FDA-approved test."	PD-L1 (CPS >= 1)	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated as a single agent for the treatment of patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy whose tumors express PD-L1 (CPS >=1) as determined by an FDA-approved test.	PD-L1 (CPS >= 1)	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated in combination with lenvatinib, for the treatment of patients with advanced endometrial carcinoma that is mismatch repair proficient (pMMR) as determined by an FDA-approved test or not MSI-H, who have disease progression following prior systemic therapy in any setting and are not candidates for curative surgery or radiation."	pMMR or not MSI-H	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated as a single agent, for the treatment of patients with advanced endometrial carcinoma that is MSI-H or dMMR, as determined by an FDA-approved test, who have disease progression following prior systemic therapy in any setting and are not candidates for curative surgery or radiation."	MSI-H or dMMR	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated for the treatment of adult and pediatric patients with unresectable or metastatic tumor mutational burden-high (TMB-H) [>=10 mutations/megabase (mut/Mb)] solid tumors, as determined by an FDA-approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options. The safety and effectiveness of KEYTRUDA in pediatric patients with TMB-H central nervous system cancers have not been established. This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials."	TMB-H [>= 10 mutations / megabase]	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated for the treatment of patients with high-risk early-stage TNBC in combination with chemotherapy as neoadjuvant treatment, and then continued as a single agent as adjuvant treatment after surgery."	triple-negative	FALSE	
125514	Keytruda	pembrolizumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/125514s174lbl.pdf	"KEYTRUDA is a programmed death receptor-1 (PD-1)-blocking antibody indicated in combination with chemotherapy, for the treatment of patients with locally recurrent unresectable or metastatic TNBC whose tumors express PD-L1 (CPS >=10) as determined by an FDA approved test."	"triple-negative, PD-L1 (CPS >= 10)"	FALSE	
213736	Pemazyre	pemigatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/213736s002lbl.pdf	"PEMAZYRE is a kinase inhibitor indicated for the treatment of adults with previously treated, unresectable locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or other rearrangement as detected by an FDA-approved test. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s)."	FGFR2 fusion or other rearrangement	TRUE	FGFR2::v; FGFR2 rearrangements
213736	Pemazyre	pemigatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/213736s002lbl.pdf	PEMAZYRE is a kinase inhibitor indicated for the treatment of adults with relapsed or refractory myeloid/lymphoid neoplasms (MLNs) with FGFR1 rearrangement.	FGFR1 rearrangement	TRUE	FGFR1 rearrangement
125409	Perjeta	pertuzumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125409s124lbl.pdf	PERJETA is a HER2/neu receptor antagonist indicated for use in combination with trastuzumab and docetaxel for treatment of patients with HER2-positive metastatic breast cancer (MBC) who have not received prior anti-HER2 therapy or chemotherapy for metastatic disease.	HER2-positive	FALSE	
125409	Perjeta	pertuzumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125409s124lbl.pdf	"PERJETA is a HER2/neu receptor antagonist indicated for use in combination with trastuzumab and chemotherapy as neoadjuvant treatment of patients with HER2-positive, locally advanced, inflammatory, or early stage breast cancer (either greater than 2 cm in diameter or node positive) as part of a complete treatment regimen for early breast cancer."	HER2-positive	FALSE	
125409	Perjeta	pertuzumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125409s124lbl.pdf	PERJETA is a HER2/neu receptor antagonist indicated for use in combination with trastuzumab and chemotherapy as adjuvant treatment of patients with HER2-positive early breast cancer at high risk of recurrence.	HER2-positive	FALSE	
761170	Phesgo	pertuzumab and trastuzumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761170s000lbl.pdf	"PHESGO is a combination of pertuzumab and trastuzumab, HER2/neu receptor antagonists, and hyaluronidase, an endoglycosidase, indicated for use in combination with chemotherapy as neoadjuvant treatment of patients with HER2-positive, locally advanced, inflammatory, or early stage breast cancer (either greater than 2 cm in diameter or node positive) as part of a complete treatment regimen for early breast cancer."	HER2-positive	FALSE	
761170	Phesgo	pertuzumab and trastuzumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761170s000lbl.pdf	"PHESGO is a combination of pertuzumab and trastuzumab, HER2/neu receptor antagonists, and hyaluronidase, an endoglycosidase, indicated for use in combination with chemotherapy as adjuvant treatment of patients with HER2-positive early breast cancer at high risk of recurrence."	HER2-positive	FALSE	
761170	Phesgo	pertuzumab and trastuzumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761170s000lbl.pdf	"PHESGO is a combination of pertuzumab and trastuzumab, HER2/neu receptor antagonists, and hyaluronidase, an endoglycosidase, indicated for use in combination with docetaxel for treatment of patients with HER2 positive metastatic breast cancer (MBC) who have not received prior anti-HER2 therapy or chemotherapy for metastatic disease."	HER2-positive	FALSE	
203469	Iclusig	ponatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/203469s037lbl.pdf	"ICLUSIG is a kinase inhibitor indicated for the treatment of adult patients with newly diagnosed Ph+ ALL, in combination with chemotherapy. This indication is approved under accelerated approval based on minimal residual disease (MRD)-negative complete remission (CR) at the end of induction. Continued approval for this indication may be contingent upon verification of clinical benefit in a confirmatory trial(s)."	Ph+	FALSE	
203469	Iclusig	ponatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/203469s037lbl.pdf	ICLUSIG is a kinase inhibitor indicated for the treatment of adult patients with as monotherapy in Ph+ ALL for whom no other kinase inhibitors are indicated or T315I-positive Ph+ ALL.	Ph+ and T315I	FALSE	
203469	Iclusig	ponatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/203469s037lbl.pdf	"ICLUSIG is a kinase inhibitor indicated for the treatment of adult patients with T315I-positive CML (chronic phase, accelerated phase, or blast phase). Limitations of Use: ICLUSIG is not indicated and is not recommended for the treatment of patients with newly diagnosed CP-CML."	T315I-positive	FALSE	
213721	Gavreto	pralsetinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213721s015lbl.pdf	GAVRETO is a kinase inhibitor indicated for treatment of adult patients with metastatic rearranged during transfection (RET) fusion-positive non-small cell lung cancer as detected by an FDA approved test (NSCLC).	RET fusion-positive	TRUE	v::RET
213721	Gavreto	pralsetinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213721s015lbl.pdf	GAVRETO is a kinase inhibitor indicated for treatment of adult and pediatric patients 12 years of age and older with advanced or metastatic RET fusion-positive thyroid cancer who require systemic therapy and who are radioactive iodine-refractory (if radioactive iodine is appropriate). This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).	RET fusion-positive	TRUE	v::RET
125477	Cyramza	ramucirumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125477s042lbl.pdf	"CYRAMZA is a human vascular endothelial growth factor receptor 2 (VEGFR2) antagonist indicated in combination with erlotinib, for first-line treatment of metastatic non-small cell lung cancer with epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) mutations."	EGFR exon 19 deletions or exon 21 (L858R)	TRUE	EGFR exon 19 deletion variants
218213	Augtyro	repotrectinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218213s001lbl.pdf	AUGTYRO is a kinase inhibitor indicated for the treatment of adult patients with locally advanced or metastatic ROS1-positive non-small cell lung cancer (NSCLC).	ROS1-positive	TRUE	v::ROS1
218213	Augtyro	repotrectinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218213s001lbl.pdf	"AUGTYRO is a kinase inhibitor indicated for the treatment of adult and pedatric patients 12 years of age and older with solid tumors that (i) have a neutrophic tyrosine receptor kinase (NTRK) gene fusion and (ii) are locally advanced or metastatic or where surgical resection is likely to result in severe morbility, and (iii) have progressed following treatment or have no satisfactory alternative therapy. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials."	NTRK gene fusions	TRUE	v::NTRK1; v::NTRK2; v::NTRK3
209092	Kisqali	ribociclib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/209092Orig1s018lbl.pdf	"KISQALI is a kinase inhibitor indicated for the treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced or metastatic breast cancer in combination with an aromatase inhibitor as initial endocrine-based therapy."	"HR-positive, HER2-negative"	FALSE	
209092	Kisqali	ribociclib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/209092Orig1s018lbl.pdf	"KISQALI is a kinase inhibitor indicated for the treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative advanced or metastatic breast cancer in combination with fulvestrant as initial endocrine-based therapy or following disease progression on endocrine therapy."	"HR-positive, HER2-negative"	FALSE	
103705	Rituxan	rituximab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5467lbl.pdf	"RITUXAN is a CD20-directed cytolytic antibody indicated for the treatment of adult patients with relapsed or refractory, low grade or follicular, CD20-positive B- cell NHL as a single agent."	CD20-positive	FALSE	
103705	Rituxan	rituximab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5467lbl.pdf	"RITUXAN is a CD20-directed cytolytic antibody indicated for the treatment of adult patients with previously untreated follicular, CD20-positive, B-cell Non-Hodgkin's Lymphoma (NHL) in combination with first line chemotherapy and, in patients achieving a complete or partial response to a rituximab product in combination with chemotherapy, as single-agent maintenance therapy."	CD20-positive	FALSE	
103705	Rituxan	rituximab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5467lbl.pdf	"RITUXAN is a CD20-directed cytolytic antibody indicated for the treatment of adult patients with Non-Hodgkin's Lymphoma (NHL) non-progressing (including stable disease), low-grade, CD20 positive, B-cell NHL as a single agent after first-line cyclophosphamide, vincristine, and prednisone (CVP) chemotherapy."	CD20 positive	FALSE	
103705	Rituxan	rituximab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5467lbl.pdf	"RITUXAN is a CD20-directed cytolytic antibody indicated for the treatment of adult patients with Non-Hodgkin's Lymphoma (NHL) previously untreated diffuse large B-cell, CD20-positive NHL in combination with (cyclophosphamide, doxorubicin, vincristine, and prednisone) (CHOP) or other anthracycline-based chemotherapy regimens."	CD20-positive	FALSE	
103705	Rituxan	rituximab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5467lbl.pdf	"RITUXAN is a CD20-directed cytolytic antibody indicated for the treatment of pediatric patients aged 6 months and older with previously untreated, advanced stage, CD20-positive, diffuse large B-cell lymphoma (DLBCL), Burkitt lymphoma (BL), Burkitt-like lymphoma (BLL) or mature B-cell acute leukemia (B-AL) in combination with chemotherapy."	CD20-positive	FALSE	
103705	Rituxan	rituximab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5467lbl.pdf	RITUXAN is a CD20-directed cytolytic antibody indicated for the treatment of adult patients with previously untreated and previously treated CD20-positive Chronic Lymphocytic Leukemia (CLL).	CD20-positive	FALSE	
209115	Rubraca	rucaparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209115s013lbl.pdf	"RUBRACA is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the maintenance treatment of adult patients with a deleterious BRCA mutation (germline and/or somatic)- associated recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to platinum-based chemotherapy."	deleterious BRCA mutation (germline and/or somatic)	TRUE	deleterious BRCA1 variants; deleterious BRCA2 variants
209115	Rubraca	rucaparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209115s013lbl.pdf	RUBRACA is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated for the treatment of adult patients with a deleterious BRCA mutation (germline and/or somatic)-associated metastatic castration-resistant prostate cancer (mCRPC) who have been treated with androgen receptor-directed therapy and a taxane-based chemotherapy. Select patients for therapy based on an FDA-approved companion diagnostic for RUBRACA. This indication is approved under accelerated approval based on objective response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.	deleterious BRCA mutation (germline and/or somatic)	TRUE	deleterious BRCA1 variants; deleterious BRCA2 variants
761115	Trodelvy	sacituzumab govitecan	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761115s035lbl.pdf	"TRODELVY is a Trop-2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (mTNBC) who have received two or more prior systemic therapies, at least one of them for metastatic disease."	triple-negative breast cancer	FALSE	
761115	Trodelvy	sacituzumab govitecan	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761115s035lbl.pdf	"TRODELVY is a Trop-2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable locally advanced or metastatic hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative (IHC 0, IHC 1+ or IHC 2+/ISH-) breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting."	"HR-positive, HER2-negative (HC 0, IHC 1+, or IHC 2+/ISH-)"	FALSE	
213246	Retevmo	selpercatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf	"RETEVMO is a kinase inhibitor indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with a rearranged during transfection (RET) gene fusion, as detected by an FDA-approved test."	RET fusion	TRUE	v::RET
213246	Retevmo	selpercatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf	"RETEVMO is a kinase inhibitor indicated for the treatment of adult and pediatric patients 2 years of age and older with advanced or metastatic medullary thyroid cancer (MTC) with a RET mutation, as detected by an FDA-approved test, who require systemic therapy."	RET mutation	TRUE	RET variants
213246	Retevmo	selpercatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf	"RETEVMO is a kinase inhibitor indicated for the treatment of adult and pediatric patients 2 years of age and older with advanced or metastatic thyroid cancer with a RET gene fusion, as detected by an FDA-approved test, who require systemic therapy and who are radioactive iodine-refractory (if radioactive iodine is appropriate)."	RET gene fusion	TRUE	v::RET
213246	Retevmo	selpercatinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213246s011s013lbl.pdf	"RETEVMO is a kinase inhibitor indicated for the treatment of adult and pediatric patients 2 years of age and older with locally advanced or metastatic solid tumors with a RET gene fusion, as detected by an FDA-approved test, that have progressed on or following prior systemic treatment or who have no satisfactory alternative treatment options. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s)."	RET gene fusion	TRUE	v::RET
214665	Lumakras	sotorasib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214665s004lbl.pdf	"LUMAKRAS is an inhibitor of the RAS GTPase family indicated for the treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC), as determined by an FDA-approved test, who have received at least one prior systemic therapy. This indication is approved under accelerated approval based on overall response rate (ORR) and duration of response (DOR). Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s)."	KRAS G12C	FALSE	
211651	Talzenna	talazoparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/211651s012lbl.pdf	TALZENNA is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated as a single agent for the treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm) HER2-negative locally advanced or metastatic breast cancer. Select patients for therapy based on an FDA-approved companion diagnostic for TALZENNA.	"deleterious or suspected deleterious germline BRCA-mutated (gBRCAm), HER2-negative"	TRUE	(suspected) deleterious gBRCA1 variants; (suspected) deleterious gBRCA2 variants
211651	Talzenna	talazoparib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/211651s012lbl.pdf	TALZENNA is a poly (ADP-ribose) polymerase (PARP) inhibitor indicated in combination with enzalutamide for the treatment of adult patients with HRR gene-mutated metastatic castration-resistant prostate cancer (mCRPC).	HRR gene-mutated	TRUE	HRR gene variants
211723	Tazverik	tazemetostat	https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211723s004lbl.pdf	TAZVERIK is a methyltransferase inhibitor indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma whose tumors are positive for an EZH2 mutation as detected by an FDA-approved test and who have received at least 2 prior systemic therapies. These indications are approved under accelerated approval based on overall response rate and duration of response. Continued approval for these indications may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).	EZH2 mutation positive	TRUE	EZH2 variants
214096	Tepmetko	tepotinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214096s003lbl.pdf	TEPMETKO is a kinase inhibitor indicated for the treatment of adult patients with metastatic non-small cell lung cancer (NSCLC) harboring mesenchymal-epithelial transition (MET) exon 14 skipping alterations.	MET exon 14 skipping alterations	TRUE	MET exon 14 skipping variants
217513	Mekinist	trametinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf	MEKINIST is a kinase inhibitor indicated as a single agent for the treatment of BRAF-inhibitor treatment-naive patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test.	BRAF V600E or V600K	FALSE	
217513	Mekinist	trametinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf	"MEKINIST is indicated, in combination with dabrafenib, for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA-approved test."	BRAF V600E or V600K	FALSE	
217513	Mekinist	trametinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf	"MEKINIST is indicated, in combination with dabrafenib, for the adjuvant treatment of patients with melanoma with BRAF V600E or V600K mutations, as detected by an FDA-approved test, and involvement of lymph node(s), following complete resection."	BRAF V600E or V600K	FALSE	
217513	Mekinist	trametinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf	"MEKINIST is indicated, in combination with dabrafenib, for the treatment of patients with metastatic non-small cell lung cancer (NSCLC) with BRAF V600E mutation as detected by an FDA-approved test."	BRAF V600E	FALSE	
217513	Mekinist	trametinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf	"MEKINIST is indicated, in combination with dabrafenib, for the treatment of patients with locally advanced or metastatic anaplastic thyroid cancer (ATC) with BRAF V600E mutation and with no satisfactory locoregional treatment options."	BRAF V600E	FALSE	
217513	Mekinist	trametinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf	"MEKINIST is indicated, in combination with dabrafenib, for the treatment of adult and pediatric patients 1 year of age and older with unresectable or metastatic solid tumors with BRAF V600E mutation who have progressed following prior treatment and have no satisfactory alternative treatment options. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). Limitations of Use: MEKINIST is not indicated for treatment of patients with colorectal cancer because of known intrinsic resistance to BRAF inhibition."	BRAF V600E	FALSE	
217513	Mekinist	trametinib	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/217513s003lbl.pdf	"MEKINIST is indicated, in combination with dabrafenib, for the treatment of pediatric patients 1 year of age and older with low-grade glioma (LGG) with a BRAF V600E mutation who require systemic therapy."	BRAF V600E	FALSE	
103792	Herceptin	trastuzumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/103792s5354lbl.pdf	Herceptin is a HER2/neu receptor antagonist indicated for the treatment of HER2 -overexpressing breast cancer. Select patients for therapy based on an FDA-approved companion diagnostic for Herceptin.	HER2-overexpressing	FALSE	
103792	Herceptin	trastuzumab	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/103792s5354lbl.pdf	Herceptin is a HER2/neu receptor antagonist indicated for the treatment of HER2-overexpressing metastatic gastric or gastroesophageal junction adenocarcinoma. Select patients for therapy based on an FDA-approved companion diagnostic for Herceptin.	HER2-overexpressing	FALSE	
761139	Enhertu	trastuzumab deruxtecan	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761139s028lbl.pdf	"ENHERTU is a HER2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic HER2-positive (IHC 3+ or ISH positive) breast cancer who have received a prior anti-HER2-based regimen either (i) in the metastatic setting, or (ii) in the neoadjuvant or adjuvant setting and have developed disease recurrence during or within six months of completing therapy."	HER2-positive (IHC 3+ or ISH positive)	FALSE	
761139	Enhertu	trastuzumab deruxtecan	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761139s028lbl.pdf	"ENHERTU is a HER2-directed antibody and topoisomerase inhibitor conjugate indicated for the treatment of adult patients with unresectable or metastatic HER2-low (IHC 1+ or IHC 2+/ISH-) breast cancer, as determined by an FDA-approved test, who have received a prior chemotherapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy."	HER2-low (IHC 1+ or IHC2+/ISH-)	FALSE	
